type,PC1,PC2,PC3,PC4,PC5
True,0.5603295547373285,-0.9640535773288368,1.5156627869233703,0.447353992165203,-0.118766848714797
True,0.2594289806663962,-2.7864470373308725,-0.2773324999782387,1.1490436222521303,0.5711948999268514
True,0.8193848620515323,-1.0778683850756028,-0.0106555889739761,0.3144759862215402,-0.3049283438799467
True,-0.6776235571911018,-0.5753624136688646,-2.115487483523488,1.8663069357079527,1.2555126601024449
True,0.7494782736615573,-2.4326625527813124,0.3521035824343411,-0.0845044545884702,0.1498689027981732
True,1.3494765320880109,-1.5657481476378885,1.3941188469599417,0.3643165206339673,-0.6522824271662663
True,0.6820410202659339,0.0045901479963116,-0.7066251352975887,0.2671986841325202,0.3935045368677247
True,1.2650960997745753,0.6508395271785692,-0.1852517674794426,-0.8154842908164717,0.1385853182083716
False,-1.1468261124717185,1.803878306666581,-0.145643960004308,-0.6665086175611733,-1.091722723424553
True,1.063740234781643,-0.8399553746680757,-1.0039964227656804,-0.0324261290053312,-1.2245527570472412
True,2.890931902749485,1.0077497638472714,-0.3494550509774459,0.5668308755597222,-0.52911227909654
True,1.2489451109910406,0.942882293466343,-0.7187223703999712,0.9811154287448526,0.5209926633647549
False,-2.378048996826576,-0.3112707745961369,-1.074301406805385,0.0682112285284186,-0.0792852123051908
False,-3.8320522749469976,2.3425115703431443,2.7653065716577765,-0.472177265050307,1.3737500553606017
False,-1.7643372509206594,-1.6286915470656302,-1.9543196401763023,1.785976065732258,0.9297457434294328
True,-0.0035412886636247,-0.0888397765968002,-0.0357453564738591,1.1828599660719774,-0.8085063070178652
False,-1.497968784010099,-0.7040256013091464,0.8354772145596556,1.3843674653203613,1.1203093480892692
True,0.0623880643128872,1.1529862550841758,-0.3665552367055866,-0.1786409856462671,-1.7472717626263532
True,2.027191815873989,1.3110018964830223,-1.1153571089588912,0.300722141997353,0.9092291140220043
True,1.8121576247171256,2.4885755502360825,-0.8442244541448394,0.3392181251930863,0.9626853218679324
False,-3.1535079125144003,-1.4985601193847962,-1.9169488968135384,-0.6375455996474129,0.6376726850774134
True,0.7751487168576148,-1.7488114445374627,0.5140532794336853,-0.0701303010214899,-0.3466578008664669
False,-2.969079657770412,3.1603113946391286,3.0431815141427294,-0.3277374155719749,1.1593892907007606
True,2.523882946702493,3.892551555348431,-0.5684066611583021,-1.1788967200514322,0.7590689635769738
True,1.2966290214279268,0.3204037033658665,-1.2142192390577426,1.3188981619867146,0.3848391378132507
False,-1.8382817372758933,1.4022269324879004,0.6646808619533726,1.6126413418194103,0.5807197298859703
True,1.4463920943072577,-2.534874926514449,-0.2143994404356807,0.9588359646526444,0.0573962909299338
False,-2.107615165269701,-0.0132120668288013,1.2831537245152658,-0.1361468951962113,1.4690946583011617
True,0.5203289956560466,1.0238930046409056,0.7233114466623277,-0.5665897683694631,-0.5368344861719409
True,0.357316208198757,-2.1005437766994333,1.5136344680449576,-2.107252520770174,-0.7923910860178588
True,2.081800655226284,2.709322674015793,0.0241172878457798,0.4795591825416065,0.137038014365202
True,0.7308411501196643,-0.5828230264026186,1.3562797543809826,0.2137190694801201,0.2837584649708946
True,-0.999291457078499,0.2078212789638935,-0.5978666894776259,-0.9350716948141308,0.259218044667459
True,1.7837525821335185,0.922068594544412,-0.098237248296452,-0.4246093094255072,0.1660890585947884
True,0.3448038159744174,1.1341519738293906,-1.4588171106508594,1.0084948989481592,1.062642611034179
True,1.9323803379197848,0.8873546623022892,-0.4367825395581288,-0.0144498544131917,0.1450898553920167
True,1.3328903790516098,0.3823458980569985,-0.8659383487342386,0.1546760924987958,-0.146121583619724
True,1.6142482129171056,0.6153489396132368,-1.7428798097076257,-0.2942638563243562,-0.630645212761066
True,1.155849497075712,-2.2227345910823977,0.93144404471164,0.022615709018428,-0.0675538994687957
True,0.419093579528492,1.1609574384546968,-0.1977419836063155,-0.3324796963426497,0.2607688271208644
True,1.7495032886453217,-1.723809646767786,-0.3225396033849005,1.143205527918568,-0.1424313861354573
True,0.4333437821656767,2.53784042801283,0.4638685646343342,1.1576417644211408,-0.1546243652791873
True,2.1705023992714185,-1.2078611148985685,-1.2431370408822549,2.9098366871968477,-0.7423166118535238
True,0.5493502620103835,-0.9808049362319986,-0.8706435362702424,-1.21174803093141,0.8322943663619924
True,1.448541291973155,0.0155064309083634,0.8553893387451134,0.0428006800719535,-0.4124224573893912
True,-0.9620063628706274,-1.79653634474765,-0.9689444058521588,-0.5557505007633563,-0.2575510972979992
False,-1.9160175606083745,0.4995641861243824,-1.20603457376816,-0.7316384094726387,-0.7131816964889969
True,1.0201791879814353,-1.6540134505220137,0.2174947884564595,0.1946306356922114,-0.4252542340597731
True,1.9856713087778968,1.6553872490373318,0.2346387956133206,-0.1106724266705609,0.1052984048919703
True,1.5366011464115532,0.8873163864815738,-1.5629428108690306,-0.0702753793350063,-0.4193975912238522
True,1.209485536751863,1.5222012456265352,0.4305142446923472,-0.9374609149727492,1.0516687998209
True,1.002725018955022,-1.3104304117964751,-0.1964575237054463,-0.0990281668726123,-0.1035971613478276
True,0.0674645524420694,-1.7582094448330596,0.8055735649927742,0.7457515635351001,0.9080770411053204
True,1.1417303681196482,-2.503341114148953,0.7818065053409643,-0.4289004552867138,-0.4843980056555844
True,0.0253749845751257,-0.5355509038001167,-0.1400620733221367,0.2091132506351972,-0.1760939669703916
True,0.6485897996005898,-0.0816999838072704,-0.1359825552990666,2.153005156824587,-0.203700468465518
True,1.2460817630968752,0.9569374762686272,-1.0125578567275306,-0.1523267505874508,0.4649603798363037
